zip,latitude,longitude,city,stateCode,state,county,country,countryCodeIso2,countryCodeIso3,type
35956,34.14373,-86.14794,Boaz,AL,Alabama,Etowah,United State Of America,US,USA,Location
35957,34.19207,-86.19421,Boaz,AL,Alabama,Marshall,United State Of America,US,USA,Location
35958,34.91808,-85.64682,Bryant,AL,Alabama,Jackson,United State Of America,US,USA,Location
35959,34.24059,-85.60697,Cedar Bluff,AL,Alabama,Cherokee,United State Of America,US,USA,Location
35960,34.12779,-85.57398,Centre,AL,Alabama,Cherokee,United State Of America,US,USA,Location
35961,34.27945,-85.86026,Collinsville,AL,Alabama,Cherokee,United State Of America,US,USA,Location
35962,34.30187,-86.03995,Crossville,AL,Alabama,DeKalb,United State Of America,US,USA,Location
35963,34.36165,-85.93023,Dawson,AL,Alabama,DeKalb,United State Of America,US,USA,Location
35966,34.79657,-85.67879,Flat Rock,AL,Alabama,Jackson,United State Of America,US,USA,Location
35967,34.40141,-85.69627,Fort Payne,AL,Alabama,DeKalb,United State Of America,US,USA,Location
35968,34.48975,-85.7657,Fort Payne,AL,Alabama,DeKalb,United State Of America,US,USA,Location
35971,34.45552,-85.94512,Fyffe,AL,Alabama,DeKalb,United State Of America,US,USA,Location
35972,33.99145,-86.24523,Gallant,AL,Alabama,Etowah,United State Of America,US,USA,Location
35973,34.34642,-85.55435,Gaylesville,AL,Alabama,Cherokee,United State Of America,US,USA,Location
35974,34.3635,-86.01169,Geraldine,AL,Alabama,DeKalb,United State Of America,US,USA,Location
35975,34.44014,-86.06631,Groveoak,AL,Alabama,DeKalb,United State Of America,US,USA,Location
35976,34.34747,-86.33349,Guntersville,AL,Alabama,Marshall,United State Of America,US,USA,Location
35978,34.64379,-85.72786,Henagar,AL,Alabama,DeKalb,United State Of America,US,USA,Location
35979,34.83232,-85.60958,Higdon,AL,Alabama,DeKalb,United State Of America,US,USA,Location
35980,34.17625,-86.38525,Horton,AL,Alabama,Marshall,United State Of America,US,USA,Location
35981,34.72235,-85.64878,Ider,AL,Alabama,DeKalb,United State Of America,US,USA,Location
35983,34.17232,-85.76884,Leesburg,AL,Alabama,Cherokee,United State Of America,US,USA,Location
35984,34.52955,-85.56686,Mentone,AL,Alabama,DeKalb,United State Of America,US,USA,Location
35986,34.50328,-85.84036,Rainsville,AL,Alabama,DeKalb,United State Of America,US,USA,Location
35987,33.91706,-86.23811,Steele,AL,Alabama,St. Clair,United State Of America,US,USA,Location
35988,34.56012,-85.79988,Sylvania,AL,Alabama,DeKalb,United State Of America,US,USA,Location
35989,34.60744,-85.63124,Valley Head,AL,Alabama,DeKalb,United State Of America,US,USA,Location
35990,34.06773,-86.30454,Walnut Grove,AL,Alabama,Etowah,United State Of America,US,USA,Location
36003,32.45322,-86.72385,Autaugaville,AL,Alabama,Autauga,United State Of America,US,USA,Location
36005,31.88607,-85.72077,Banks,AL,Alabama,Pike,United State Of America,US,USA,Location
36006,32.64152,-86.72346,Billingsley,AL,Alabama,Autauga,United State Of America,US,USA,Location
36009,31.58357,-86.29694,Brantley,AL,Alabama,Crenshaw,United State Of America,US,USA,Location
36010,31.66892,-85.81158,Brundidge,AL,Alabama,Pike,United State Of America,US,USA,Location
36013,32.29372,-85.98264,Cecil,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36016,31.85209,-85.42935,Clayton,AL,Alabama,Barbour,United State Of America,US,USA,Location
36017,31.68173,-85.55507,Clio,AL,Alabama,Barbour,United State Of America,US,USA,Location
36020,32.48819,-86.31931,Coosada,AL,Alabama,Elmore,United State Of America,US,USA,Location
36022,32.61945,-86.40471,Deatsville,AL,Alabama,Elmore,United State Of America,US,USA,Location
36024,32.66674,-86.03198,Eclectic,AL,Alabama,Elmore,United State Of America,US,USA,Location
36025,32.54153,-86.3256,Elmore,AL,Alabama,Elmore,United State Of America,US,USA,Location
36026,32.77815,-86.12751,Equality,AL,Alabama,Coosa,United State Of America,US,USA,Location
36027,31.93342,-85.20924,Eufaula,AL,Alabama,Barbour,United State Of America,US,USA,Location
36028,31.49916,-86.38884,Dozier,AL,Alabama,Covington,United State Of America,US,USA,Location
36029,32.1779,-85.93363,Fitzpatrick,AL,Alabama,Bullock,United State Of America,US,USA,Location
36030,31.86642,-86.85983,Forest Home,AL,Alabama,Butler,United State Of America,US,USA,Location
36031,32.24878,-85.74358,Fort Davis,AL,Alabama,Macon,United State Of America,US,USA,Location
36032,31.99429,-86.56931,Fort Deposit,AL,Alabama,Lowndes,United State Of America,US,USA,Location
36033,31.67124,-86.76784,Georgiana,AL,Alabama,Butler,United State Of America,US,USA,Location
36034,31.62105,-86.11065,Glenwood,AL,Alabama,Pike,United State Of America,US,USA,Location
36035,31.79458,-86.12767,Goshen,AL,Alabama,Pike,United State Of America,US,USA,Location
36036,31.9776,-86.15575,Grady,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36037,31.79895,-86.62528,Greenville,AL,Alabama,Butler,United State Of America,US,USA,Location
36038,31.43617,-86.48945,Gantt,AL,Alabama,Covington,United State Of America,US,USA,Location
36039,32.28151,-85.83493,Hardaway,AL,Alabama,Macon,United State Of America,US,USA,Location
36040,32.16517,-86.68284,Hayneville,AL,Alabama,Lowndes,United State Of America,US,USA,Location
36041,31.91463,-86.31825,Highland Home,AL,Alabama,Crenshaw,United State Of America,US,USA,Location
36042,31.86659,-86.44932,Honoraville,AL,Alabama,Crenshaw,United State Of America,US,USA,Location
36043,32.19944,-86.41766,Hope Hull,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36046,32.00539,-86.33779,Lapine,AL,Alabama,Crenshaw,United State Of America,US,USA,Location
36047,32.08133,-86.51662,Letohatchee,AL,Alabama,Lowndes,United State Of America,US,USA,Location
36048,31.7902,-85.59036,Louisville,AL,Alabama,Barbour,United State Of America,US,USA,Location
36049,31.76331,-86.28198,Luverne,AL,Alabama,Crenshaw,United State Of America,US,USA,Location
36051,32.68411,-86.49464,Marbury,AL,Alabama,Autauga,United State Of America,US,USA,Location
36052,32.18684,-86.04649,Mathews,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36053,32.03353,-85.43924,Midway,AL,Alabama,Bullock,United State Of America,US,USA,Location
36054,32.48358,-86.36669,Millbrook,AL,Alabama,Elmore,United State Of America,US,USA,Location
36064,32.30269,-86.07947,Pike Road,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36066,32.47996,-86.42407,Prattville,AL,Alabama,Autauga,United State Of America,US,USA,Location
36067,32.51249,-86.56896,Prattville,AL,Alabama,Autauga,United State Of America,US,USA,Location
36069,32.09518,-86.15237,Ramer,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36071,31.70591,-86.39566,Rutledge,AL,Alabama,Crenshaw,United State Of America,US,USA,Location
36075,32.38458,-85.91114,Shorter,AL,Alabama,Macon,United State Of America,US,USA,Location
36078,32.54058,-85.9355,Tallassee,AL,Alabama,Elmore,United State Of America,US,USA,Location
36079,31.75954,-86.0107,Troy,AL,Alabama,Pike,United State Of America,US,USA,Location
36080,32.70211,-86.28413,Titus,AL,Alabama,Elmore,United State Of America,US,USA,Location
36081,31.90489,-85.89686,Troy,AL,Alabama,Pike,United State Of America,US,USA,Location
36082,31.80273,-85.95469,Troy,AL,Alabama,Pike,United State Of America,US,USA,Location
36083,32.38841,-85.68244,Tuskegee,AL,Alabama,Macon,United State Of America,US,USA,Location
36088,32.41685,-85.71784,Tuskegee Institute,AL,Alabama,Macon,United State Of America,US,USA,Location
36089,32.15113,-85.70046,Union Springs,AL,Alabama,Bullock,United State Of America,US,USA,Location
36091,32.75087,-86.51182,Verbena,AL,Alabama,Autauga,United State Of America,US,USA,Location
36092,32.61799,-86.19335,Wetumpka,AL,Alabama,Elmore,United State Of America,US,USA,Location
36093,32.49754,-86.14037,Wetumpka,AL,Alabama,Elmore,United State Of America,US,USA,Location
36104,32.39967,-86.32494,Montgomery,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36105,32.21339,-86.28962,Montgomery,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36106,32.3525,-86.25758,Montgomery,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36107,32.38377,-86.27932,Montgomery,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36108,32.33961,-86.40631,Montgomery,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36109,32.38711,-86.2414,Montgomery,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36110,32.44856,-86.2567,Montgomery,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36111,32.33758,-86.27162,Montgomery,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36112,32.38074,-86.34915,Montgomery,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36113,32.38276,-86.35807,Montgomery,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36115,32.40679,-86.24676,Montgomery,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36116,32.27263,-86.2154,Montgomery,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36117,32.37856,-86.14567,Montgomery,AL,Alabama,Montgomery,United State Of America,US,USA,Location
36201,33.65146,-85.8788,Anniston,AL,Alabama,Calhoun,United State Of America,US,USA,Location
36203,33.58154,-85.83295,Oxford,AL,Alabama,Calhoun,United State Of America,US,USA,Location
36205,33.71723,-85.79495,Anniston,AL,Alabama,Calhoun,United State Of America,US,USA,Location
36206,33.73408,-85.81433,Anniston,AL,Alabama,Calhoun,United State Of America,US,USA,Location
36207,33.68027,-85.71375,Anniston,AL,Alabama,Calhoun,United State Of America,US,USA,Location
36250,33.76778,-85.89685,Alexandria,AL,Alabama,Calhoun,United State Of America,US,USA,Location
36251,33.22982,-85.86642,Ashland,AL,Alabama,Clay,United State Of America,US,USA,Location
36255,33.17466,-85.73837,Cragford,AL,Alabama,Clay,United State Of America,US,USA,Location
36256,33.04209,-85.70281,Daviston,AL,Alabama,Tallapoosa,United State Of America,US,USA,Location
36258,33.47584,-85.71479,Delta,AL,Alabama,Clay,United State Of America,US,USA,Location
36260,33.58362,-86.00157,Eastaboga,AL,Alabama,Calhoun,United State Of America,US,USA,Location
36262,33.78757,-85.46555,Fruithurst,AL,Alabama,Cleburne,United State Of America,US,USA,Location
36263,33.46623,-85.35928,Graham,AL,Alabama,Randolph,United State Of America,US,USA,Location
36264,33.59501,-85.53865,Heflin,AL,Alabama,Cleburne,United State Of America,US,USA,Location
36265,33.84778,-85.78524,Jacksonville,AL,Alabama,Calhoun,United State Of America,US,USA,Location
36266,33.34875,-85.74062,Lineville,AL,Alabama,Clay,United State Of America,US,USA,Location
36267,33.19732,-85.94815,Millerville,AL,Alabama,Clay,United State Of America,US,USA,Location
36268,33.49714,-85.94132,Munford,AL,Alabama,Talladega,United State Of America,US,USA,Location
36269,33.74339,-85.38289,Muscadine,AL,Alabama,Cleburne,United State Of America,US,USA,Location
36271,33.78149,-86.01611,Ohatchee,AL,Alabama,Calhoun,United State Of America,US,USA,Location
36272,33.94169,-85.596,Piedmont,AL,Alabama,Etowah,United State Of America,US,USA,Location
36273,33.5403,-85.37853,Ranburne,AL,Alabama,Cleburne,United State Of America,US,USA,Location
36274,33.17308,-85.36788,Roanoke,AL,Alabama,Randolph,United State Of America,US,USA,Location
36276,33.13384,-85.57061,Wadley,AL,Alabama,Randolph,United State Of America,US,USA,Location
36277,33.75973,-85.81881,Weaver,AL,Alabama,Calhoun,United State Of America,US,USA,Location
36278,33.32618,-85.52697,Wedowee,AL,Alabama,Randolph,United State Of America,US,USA,Location
36279,33.8734,-85.8841,Wellington,AL,Alabama,Calhoun,United State Of America,US,USA,Location
36280,33.38185,-85.38695,Woodland,AL,Alabama,Randolph,United State Of America,US,USA,Location
36301,31.14367,-85.40236,Dothan,AL,Alabama,Houston,United State Of America,US,USA,Location
36303,31.26678,-85.39717,Dothan,AL,Alabama,Houston,United State Of America,US,USA,Location
36305,31.20136,-85.49807,Dothan,AL,Alabama,Houston,United State Of America,US,USA,Location
36310,31.60296,-85.2163,Abbeville,AL,Alabama,Henry,United State Of America,US,USA,Location
36311,31.60246,-85.6815,Ariton,AL,Alabama,Coffee,United State Of America,US,USA,Location
36312,31.17088,-85.23739,Ashford,AL,Alabama,Houston,United State Of America,US,USA,Location
36313,31.17861,-85.79394,Bellwood,AL,Alabama,Geneva,United State Of America,US,USA,Location
36314,31.01866,-85.77585,Black,AL,Alabama,Geneva,United State Of America,US,USA,Location
36316,31.17361,-85.86271,Chancellor,AL,Alabama,Geneva,United State Of America,US,USA,Location
36317,31.64459,-85.39108,Clopton,AL,Alabama,Barbour,United State Of America,US,USA,Location
36318,31.17511,-85.95325,Coffee Springs,AL,Alabama,Geneva,United State Of America,US,USA,Location
36319,31.32462,-85.14759,Columbia,AL,Alabama,Houston,United State Of America,US,USA,Location
36320,31.05082,-85.31533,Cottonwood,AL,Alabama,Houston,United State Of America,US,USA,Location
36321,31.2118,-85.30184,Cowarts,AL,Alabama,Houston,United State Of America,US,USA,Location
36322,31.25281,-85.73273,Daleville,AL,Alabama,Dale,United State Of America,US,USA,Location
36323,31.4268,-86.07139,Elba,AL,Alabama,Coffee,United State Of America,US,USA,Location
36330,31.30615,-85.8632,Enterprise,AL,Alabama,Coffee,United State Of America,US,USA,Location
36340,31.05086,-85.89142,Geneva,AL,Alabama,Geneva,United State Of America,US,USA,Location
36343,31.05905,-85.11599,Gordon,AL,Alabama,Houston,United State Of America,US,USA,Location
36344,31.09822,-85.709,Hartford,AL,Alabama,Geneva,United State Of America,US,USA,Location
36345,31.37526,-85.3083,Headland,AL,Alabama,Henry,United State Of America,US,USA,Location
36346,31.55883,-85.92674,Jack,AL,Alabama,Coffee,United State Of America,US,USA,Location
36350,31.34919,-85.4903,Midland City,AL,Alabama,Dale,United State Of America,US,USA,Location
36351,31.41551,-85.91877,New Brockton,AL,Alabama,Coffee,United State Of America,US,USA,Location
36352,31.25987,-85.61532,Newton,AL,Alabama,Houston,United State Of America,US,USA,Location
36353,31.48285,-85.36605,Newville,AL,Alabama,Henry,United State Of America,US,USA,Location
36360,31.46766,-85.6177,Ozark,AL,Alabama,Dale,United State Of America,US,USA,Location
36362,31.35089,-85.69071,Fort Rucker,AL,Alabama,Dale,United State Of America,US,USA,Location
36370,31.1424,-85.15679,Pansey,AL,Alabama,Houston,United State Of America,US,USA,Location
36371,31.31335,-85.55199,Pinckard,AL,Alabama,Dale,United State Of America,US,USA,Location
36373,31.52047,-85.10522,Shorterville,AL,Alabama,Henry,United State Of America,US,USA,Location
36374,31.57873,-85.49368,Skipperville,AL,Alabama,Dale,United State Of America,US,USA,Location
36375,31.07549,-85.53886,Slocomb,AL,Alabama,Geneva,United State Of America,US,USA,Location
36376,31.25623,-85.27019,Webb,AL,Alabama,Houston,United State Of America,US,USA,Location
36401,31.47366,-86.94931,Evergreen,AL,Alabama,Conecuh,United State Of America,US,USA,Location
36420,31.17685,-86.57649,Andalusia,AL,Alabama,Covington,United State Of America,US,USA,Location
36421,31.32473,-86.50656,Andalusia,AL,Alabama,Covington,United State Of America,US,USA,Location
36425,31.75818,-87.1847,Beatrice,AL,Alabama,Monroe,United State Of America,US,USA,Location
36426,31.14048,-87.07404,Brewton,AL,Alabama,Escambia,United State Of America,US,USA,Location
36432,31.29375,-87.02763,Castleberry,AL,Alabama,Conecuh,United State Of America,US,USA,Location
36435,31.88219,-87.4598,Coy,AL,Alabama,Wilcox,United State Of America,US,USA,Location
36436,31.78537,-87.64954,Dickinson,AL,Alabama,Clarke,United State Of America,US,USA,Location
36439,31.42396,-87.34222,Excel,AL,Alabama,Monroe,United State Of America,US,USA,Location
36441,31.03642,-87.25584,Flomaton,AL,Alabama,Escambia,United State Of America,US,USA,Location
36442,31.07156,-86.36268,Florala,AL,Alabama,Covington,United State Of America,US,USA,Location
36444,31.66427,-87.45328,Franklin,AL,Alabama,Monroe,United State Of America,US,USA,Location
36445,31.44247,-87.44745,Frisco City,AL,Alabama,Monroe,United State Of America,US,USA,Location
36446,31.79245,-87.72,Fulton,AL,Alabama,Clarke,United State Of America,US,USA,Location
36451,31.69909,-87.80271,Grove Hill,AL,Alabama,Clarke,United State Of America,US,USA,Location
36453,31.19258,-86.15142,Kinston,AL,Alabama,Coffee,United State Of America,US,USA,Location
36454,31.33328,-87.2006,Lenox,AL,Alabama,Conecuh,United State Of America,US,USA,Location
36455,31.0129,-86.35181,Lockhart,AL,Alabama,Covington,United State Of America,US,USA,Location
36456,31.56338,-86.81278,Mc Kenzie,AL,Alabama,Butler,United State Of America,US,USA,Location
36460,31.52094,-87.30741,Monroeville,AL,Alabama,Monroe,United State Of America,US,USA,Location
36467,31.28126,-86.25718,Opp,AL,Alabama,Covington,United State Of America,US,USA,Location
36470,31.53803,-87.55087,Perdue Hill,AL,Alabama,Monroe,United State Of America,US,USA,Location
36471,31.62618,-87.24302,Peterman,AL,Alabama,Monroe,United State Of America,US,USA,Location
36473,31.30577,-87.21362,Range,AL,Alabama,Conecuh,United State Of America,US,USA,Location
36474,31.4268,-86.61984,Red Level,AL,Alabama,Covington,United State Of America,US,USA,Location
36475,31.38141,-87.22469,Repton,AL,Alabama,Conecuh,United State Of America,US,USA,Location
36476,31.36303,-86.55096,River Falls,AL,Alabama,Covington,United State Of America,US,USA,Location
36477,31.09522,-86.05575,Samson,AL,Alabama,Geneva,United State Of America,US,USA,Location
36480,31.32707,-87.60794,Uriah,AL,Alabama,Monroe,United State Of America,US,USA,Location
36481,31.80224,-87.36799,Vredenburgh,AL,Alabama,Monroe,United State Of America,US,USA,Location
36482,31.63181,-87.64258,Whatley,AL,Alabama,Clarke,United State Of America,US,USA,Location
36483,31.04301,-86.69173,Wing,AL,Alabama,Covington,United State Of America,US,USA,Location
36502,31.14072,-87.49393,Atmore,AL,Alabama,Escambia,United State Of America,US,USA,Location
36505,30.94264,-88.01644,Axis,AL,Alabama,Mobile,United State Of America,US,USA,Location
36507,30.86319,-87.73904,Bay Minette,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36509,30.40205,-88.26156,Bayou La Batre,AL,Alabama,Mobile,United State Of America,US,USA,Location
36511,30.31278,-87.74309,Bon Secour,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36512,30.99765,-88.01484,Bucks,AL,Alabama,Mobile,United State Of America,US,USA,Location
36513,31.1718,-88.00338,Calvert,AL,Alabama,Washington,United State Of America,US,USA,Location
36518,31.45453,-88.28395,Chatom,AL,Alabama,Washington,United State Of America,US,USA,Location
36521,30.96477,-88.18115,Chunchula,AL,Alabama,Mobile,United State Of America,US,USA,Location
36522,31.09177,-88.27136,Citronelle,AL,Alabama,Mobile,United State Of America,US,USA,Location
36523,30.37698,-88.16717,Coden,AL,Alabama,Mobile,United State Of America,US,USA,Location
36524,31.81424,-88.02109,Coffeeville,AL,Alabama,Clarke,United State Of America,US,USA,Location
36525,30.89002,-88.018,Creola,AL,Alabama,Mobile,United State Of America,US,USA,Location
36526,30.61297,-87.86137,Daphne,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36527,30.69823,-87.87328,Daphne,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36528,30.25255,-88.14385,Dauphin Island,AL,Alabama,Mobile,United State Of America,US,USA,Location
36529,31.27779,-88.26572,Deer Park,AL,Alabama,Washington,United State Of America,US,USA,Location
36530,30.4102,-87.55475,Elberta,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36532,30.48268,-87.86181,Fairhope,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36535,30.38545,-87.72618,Foley,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36538,31.66264,-88.13798,Frankville,AL,Alabama,Washington,United State Of America,US,USA,Location
36539,31.33968,-88.38396,Fruitdale,AL,Alabama,Washington,United State Of America,US,USA,Location
36540,31.44549,-87.66859,Gainestown,AL,Alabama,Clarke,United State Of America,US,USA,Location
36541,30.49335,-88.34053,Grand Bay,AL,Alabama,Mobile,United State Of America,US,USA,Location
36542,30.27726,-87.73714,Gulf Shores,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36543,31.22073,-87.46323,Huxford,AL,Alabama,Escambia,United State Of America,US,USA,Location
36544,30.47443,-88.23288,Irvington,AL,Alabama,Mobile,United State Of America,US,USA,Location
36545,31.4894,-87.87434,Jackson,AL,Alabama,Clarke,United State Of America,US,USA,Location
36548,31.48752,-87.97159,Leroy,AL,Alabama,Washington,United State Of America,US,USA,Location
36549,30.41373,-87.44852,Lillian,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36550,31.23746,-87.72114,Little River,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36551,30.63759,-87.75285,Loxley,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36553,31.241,-88.06928,Mc Intosh,AL,Alabama,Washington,United State Of America,US,USA,Location
36555,30.39994,-87.77262,Magnolia Springs,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36556,31.20649,-87.97182,Malcolm,AL,Alabama,Washington,United State Of America,US,USA,Location
36558,31.60774,-88.31852,Millry,AL,Alabama,Washington,United State Of America,US,USA,Location
36559,30.56858,-87.90401,Montrose,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36560,31.09638,-88.04001,Mount Vernon,AL,Alabama,Mobile,United State Of America,US,USA,Location
36561,30.28692,-87.57033,Orange Beach,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36562,31.0344,-87.66143,Perdido,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36564,30.47587,-87.92463,Point Clear,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36567,30.61476,-87.55985,Robertsdale,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36568,30.51279,-88.27257,Saint Elmo,AL,Alabama,Mobile,United State Of America,US,USA,Location
36569,31.5425,-88.08932,Saint Stephens,AL,Alabama,Washington,United State Of America,US,USA,Location
36571,30.84281,-88.09552,Saraland,AL,Alabama,Mobile,United State Of America,US,USA,Location
36572,30.85842,-88.06048,Satsuma,AL,Alabama,Mobile,United State Of America,US,USA,Location
36574,30.51521,-87.48075,Seminole,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36575,30.76898,-88.27273,Semmes,AL,Alabama,Mobile,United State Of America,US,USA,Location
36576,30.52639,-87.76644,Silverhill,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36578,30.74771,-87.77877,Stapleton,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36579,31.10661,-87.79842,Stockton,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36580,30.48177,-87.70045,Summerdale,AL,Alabama,Baldwin,United State Of America,US,USA,Location
36581,31.37321,-87.96134,Sunflower,AL,Alabama,Washington,United State Of America,US,USA,Location
36582,30.51045,-88.17336,Theodore,AL,Alabama,Mobile,United State Of America,US,USA,Location
36583,31.35528,-88.19768,Tibbie,AL,Alabama,Washington,United State Of America,US,USA,Location
36584,31.19821,-88.38063,Vinegar Bend,AL,Alabama,Washington,United State Of America,US,USA,Location
36585,31.38847,-88.07549,Wagarville,AL,Alabama,Washington,United State Of America,US,USA,Location
36587,30.84259,-88.35492,Wilmer,AL,Alabama,Mobile,United State Of America,US,USA,Location
36590,30.53177,-88.17439,Theodore,AL,Alabama,Mobile,United State Of America,US,USA,Location
36602,30.69355,-88.04555,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36603,30.69062,-88.04362,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36604,30.6822,-88.06816,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36605,30.60789,-88.08977,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36606,30.6708,-88.10628,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36607,30.69859,-88.10575,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36608,30.68171,-88.29444,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36609,30.66091,-88.16318,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36610,30.73632,-88.0729,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36611,30.77045,-88.07808,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36612,30.75377,-88.11246,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36613,30.81177,-88.18099,Eight Mile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36615,30.63323,-88.06825,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36616,30.72453,-88.08153,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36617,30.71643,-88.09599,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36618,30.73595,-88.17346,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36619,30.59647,-88.19792,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36688,30.69621,-88.18224,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36693,30.62661,-88.14984,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36695,30.63011,-88.28067,Mobile,AL,Alabama,Mobile,United State Of America,US,USA,Location
36701,32.47679,-87.05709,Selma,AL,Alabama,Dallas,United State Of America,US,USA,Location
36703,32.43261,-86.91072,Selma,AL,Alabama,Dallas,United State Of America,US,USA,Location
36720,32.1585,-87.34678,Alberta,AL,Alabama,Wilcox,United State Of America,US,USA,Location
36722,32.09153,-87.57346,Arlington,AL,Alabama,Wilcox,United State Of America,US,USA,Location
36723,32.06776,-87.2851,Boykin,AL,Alabama,Wilcox,United State Of America,US,USA,Location
36726,31.97324,-87.29098,Camden,AL,Alabama,Wilcox,United State Of America,US,USA,Location
36727,31.92124,-88.00801,Campbell,AL,Alabama,Clarke,United State Of America,US,USA,Location
36728,32.16787,-87.47941,Catherine,AL,Alabama,Wilcox,United State Of America,US,USA,Location
36732,32.42337,-87.9152,Demopolis,AL,Alabama,Marengo,United State Of America,US,USA,Location
36736,32.05954,-87.77719,Dixons Mills,AL,Alabama,Marengo,United State Of America,US,USA,Location
36738,32.42661,-87.6193,Faunsdale,AL,Alabama,Marengo,United State Of America,US,USA,Location
36740,32.62732,-87.84017,Forkland,AL,Alabama,Greene,United State Of America,US,USA,Location
36742,32.4643,-87.73798,Gallion,AL,Alabama,Marengo,United State Of America,US,USA,Location
36744,32.69749,-87.59875,Greensboro,AL,Alabama,Hale,United State Of America,US,USA,Location
36748,32.27558,-87.78483,Linden,AL,Alabama,Marengo,United State Of America,US,USA,Location
36749,32.54319,-86.86168,Jones,AL,Alabama,Autauga,United State Of America,US,USA,Location
36750,32.78696,-86.85061,Maplesville,AL,Alabama,Chilton,United State Of America,US,USA,Location
36751,31.80802,-87.54523,Lower Peach Tree,AL,Alabama,Clarke,United State Of America,US,USA,Location
36752,32.3001,-86.62155,Lowndesboro,AL,Alabama,Lowndes,United State Of America,US,USA,Location
36753,31.81596,-87.08601,Mc Williams,AL,Alabama,Monroe,United State Of America,US,USA,Location
36754,32.15406,-87.70088,Magnolia,AL,Alabama,Marengo,United State Of America,US,USA,Location
36756,32.69351,-87.28014,Marion,AL,Alabama,Perry,United State Of America,US,USA,Location
36758,32.6503,-86.89918,Plantersville,AL,Alabama,Dallas,United State Of America,US,USA,Location
36759,32.42242,-87.28553,Marion Junction,AL,Alabama,Dallas,United State Of America,US,USA,Location
36761,32.08455,-86.97494,Minter,AL,Alabama,Dallas,United State Of America,US,USA,Location
36763,32.27107,-87.96572,Myrtlewood,AL,Alabama,Marengo,United State Of America,US,USA,Location
36765,32.58281,-87.52277,Newbern,AL,Alabama,Hale,United State Of America,US,USA,Location
36766,31.95509,-87.08677,Oak Hill,AL,Alabama,Wilcox,United State Of America,US,USA,Location
36767,32.26011,-87.19071,Orrville,AL,Alabama,Dallas,United State Of America,US,USA,Location
